Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
73078,1012.867,378.1351804666314,246.94405695534556,1.5312584766314459,0.757308232431931,73829,305.0340955535236,0.7902374670184696,0.9898278454265939,0.8951414620301901,0.806680021618463,0.00517440516251993,0.0013515913363535055,0.650732657278364,0.9964398974784006,BARBUNYA
86769,1135.185,383.45070414427346,289.19686792129727,1.32591582647647,0.656649726293459,87906,332.38189189112774,0.8089821643342625,0.9870657293017542,0.8461379396072287,0.8668177898718082,0.004419213130775663,0.0015389906221025106,0.7513730808382464,0.996257459471815,BARBUNYA
87149,1189.561,428.96549364674684,259.22319342841564,1.65481139235022,0.796758027072311,88604,333.10892075134325,0.8117833356620558,0.9835786194754187,0.773924931690085,0.7765401312807191,0.004922207869817747,0.001104066753866552,0.6030145754894766,0.9978753892732174,BARBUNYA
72342,1046.653,388.47667066214535,238.0663984172609,1.631799671204582,0.7902222806932698,73305,303.4941435105975,0.8196093537569111,0.9868631062001227,0.8298410800582247,0.7812416199750218,0.005370001806172698,0.0012339446577693117,0.6103384687811965,0.9959501126806645,BARBUNYA
144058,1463.258,536.887519610584,343.96283911771536,1.5608881499749556,0.7678239491748636,145734,428.276011860877,0.7488005821659692,0.9884995951528126,0.8454840726034955,0.7977015598565501,0.0037268844466158356,0.0009308666161429984,0.6363277785975732,0.993236489112839,BOMBAY
179474,1655.841,611.4539473114847,377.6808177349781,1.6189700895546864,0.7864321791154899,183984,478.03074592728717,0.7880653376657591,0.9754869988694669,0.8225724171149987,0.7817935398555378,0.003406922157590987,0.0007850734370367198,0.6112011389598524,0.9895163626777587,BOMBAY
161008,1496.088,505.59652136268755,407.8607155741093,1.2396303494221164,0.5909719693446632,163019,452.7711923463319,0.8140597823888687,0.9876640146240623,0.9039471510514187,0.895518804453044,0.003140195029828875,0.0012457624142067007,0.8019539291290094,0.9941264293866331,BOMBAY
176994,1647.738,619.7310337620238,367.65127641174826,1.6856490743363033,0.8050232299328579,179689,474.71650485406064,0.7463440551891646,0.985001864332263,0.8192040549240628,0.7660040872446472,0.003501423967829552,0.0007436161456581784,0.5867622616755049,0.9890752632487907,BOMBAY
189378,1715.619,651.0513742878322,378.40246573510586,1.7205262471613743,0.81374823711721,195616,491.04333668511947,0.7368851119463965,0.9681109929658106,0.8085328975565396,0.7542313188759623,0.00343784058490338,0.0006862521937321456,0.5688648823733736,0.9787469612117571,BOMBAY
137748,1389.6339999999998,499.3705440885303,353.30131422707024,1.4134409468049132,0.706720050844063,138869,418.7913571316619,0.809463366476271,0.9919276440386263,0.8963844275855574,0.8386384861687336,0.003625247147606719,0.0011061564030226375,0.7033145104833852,0.9940935275992702,BOMBAY
168344,1550.635,577.5104099247724,374.4465735220829,1.5423038979704107,0.7613163179349719,170623,462.9710983624099,0.778606182820565,0.9866430668784396,0.8798088808161739,0.8016671048799232,0.0034305375298482417,0.0008740136012898614,0.6426701470465578,0.9911926728991229,BOMBAY
176352,1626.129,588.8901818594436,386.33773407944966,1.5242885431903976,0.754722845782877,180410,473.85476698365653,0.7640901213171577,0.9775067900892411,0.8380699395860212,0.8046572715602792,0.0033392883656518987,0.000863530036182244,0.6474733246748329,0.9869361708232445,BOMBAY
163117,1524.028,560.1801040448062,371.85703451325026,1.5064394432609436,0.7478951057036195,165192,455.72690815724883,0.7311548891727739,0.9874388590246501,0.8825172382989174,0.813536405285821,0.0034342226993189316,0.000927932072630657,0.6618414827253758,0.9970241147638125,BOMBAY
153287,1484.785,534.7542053848566,368.3810922213357,1.4516331502257407,0.7248760838731798,155347,441.7816995913467,0.7897076854914326,0.9867393641331986,0.8737517242628887,0.826139738860775,0.00348858158477142,0.0010024037872609119,0.6825068681249495,0.9907495950269246,BOMBAY
171423,1547.307,565.2782103435726,387.56738685006803,1.4585288378824628,0.7279573918747829,173027,467.18576870141897,0.7682651369156994,0.990729770498246,0.899758534328615,0.8264705062971848,0.0032975633978146023,0.000949035276509005,0.6830534977791252,0.9962532243273388,BOMBAY
170021,1556.114,583.2122412405196,373.57746055468726,1.5611547880179037,0.7679152359828265,171568,465.27138385615024,0.791959344897617,0.9909831670241537,0.8823270833784315,0.7977736936153746,0.003430236507493307,0.0008570825899968654,0.6364428662247177,0.9935858279065561,BOMBAY
143603,1405.2069999999999,516.0199143520155,356.29380306876277,1.448298875555875,0.7233655933385414,145400,427.5991327664306,0.7736938800799539,0.9876409903713893,0.9138875643394095,0.8286485092409313,0.00359337837198398,0.0010451151078447233,0.6866583518672178,0.9944865189003418,BOMBAY
194330,1672.3729999999998,628.0549767623313,395.8854848974083,1.5864561867558458,0.7763226663309795,196056,497.42199461662744,0.7170822247888384,0.9911963928673441,0.8731390661752766,0.7920039057422548,0.0032318992268941045,0.0007844167641763859,0.6272701867109864,0.9951366684751389,BOMBAY
74942,1071.175,422.5722072497415,229.41314128042416,1.841970363559987,0.8397993546846275,76989,308.89985102220845,0.8001409337931477,0.9734117860993129,0.8207564166432247,0.7309989765598751,0.005638656657811928,0.000993167476763855,0.5343595037315848,0.9842743693602013,CALI
70778,1058.993,407.2359155438054,226.12793337848112,1.8009093766500541,0.8316667878917685,73027,300.1955171172037,0.7890523968784838,0.9692031714297452,0.793089082778035,0.7371538355509126,0.0057537075863093815,0.0010479970679743602,0.5433957772674222,0.9786065505129449,CALI
77843,1073.266,421.12280808115685,237.19448856252592,1.775432517986801,0.82629128244258,79040,314.8218319634445,0.670915750915751,0.9848557692307692,0.8492091908301266,0.7475772528159375,0.005409899516734412,0.0010423012877945163,0.558871748927824,0.9922390764306138,CALI
80862,1102.8149999999998,426.12766503393055,244.8878290506354,1.7400932773421756,0.8183769223273506,82724,320.86865859160304,0.7846337463733662,0.9774914172428799,0.8355049238807543,0.7529871560112243,0.005269813571689181,0.0010450216493929525,0.5669896571178721,0.9866148906733545,CALI
88543,1130.637,436.7700791728517,260.7669685948531,1.674944037300407,0.8022152833521295,89480,335.762488985124,0.8280154113752408,0.9895283862315601,0.8703976491996864,0.7687396756228946,0.004932858375849607,0.0010626630848040327,0.5909606888767931,0.9898260821131257,CALI
76634,1059.047,424.1268957431911,231.45129847118594,1.8324671261068424,0.8379725510570948,77236,312.367474733261,0.7501003279009445,0.9922057071831788,0.8586197818770919,0.7364953221980989,0.0055344481006236275,0.0010044632526286506,0.5424253596196815,0.9939766398697483,CALI
68256,1015.699,395.5950336822119,221.89724300295012,1.782784807637076,0.8278698787029942,69414,294.7986403724469,0.7975695255900911,0.9833174863860317,0.8314203459366775,0.7452030871784492,0.005795754712878164,0.0011025247343873158,0.5553276411402912,0.9900296818858453,CALI
62326,949.778,358.03480163294927,222.5335143259517,1.60890283298418,0.7833811787320553,63269,281.70184214016734,0.7985393978219091,0.9850953863661509,0.8682302400398221,0.7868001681829884,0.0057445496523593565,0.0013579804778186262,0.6190545046527787,0.9959985463074736,CALI
72026,1022.019,388.781489973616,238.98520752106685,1.6268014828463573,0.7887585399249534,73768,302.8305655793266,0.749521312021312,0.9763854245743412,0.8665252480483042,0.7789222825394226,0.005397793713014966,0.0012256671804346142,0.6067199222364241,0.9870128691666412,CALI
64033,988.3519999999999,383.1935652309192,215.07618293218746,1.7816643386856943,0.8276307601503989,65273,285.5334442198088,0.6953155540112061,0.9810028648905367,0.8237405066543798,0.7451415423631692,0.0059843137949326,0.0011380182496246447,0.5552359181553628,0.9892440349348185,CALI
68267,1020.2689999999999,400.80188355586824,218.38069148966235,1.8353357195722648,0.8385273913936601,68866,294.822393994139,0.6699674177592839,0.9913019487119914,0.824121605271132,0.7355813584968929,0.005871092673705718,0.0010602824103643402,0.5410799349681344,0.9930633317908553,CALI
92476,1191.233,457.2075215514683,260.1276327853852,1.757627656300095,0.8223730038335341,93866,343.1386019364899,0.688962562860868,0.98519165619074,0.8189275251375986,0.7505095296160006,0.004944066801672524,0.000967584576807052,0.5632645540444307,0.9900093580020306,CALI
75381,1063.5330000000001,411.6745688897264,235.34558376007593,1.7492343060467614,0.8204775804946336,76665,309.80327648635557,0.767002442002442,0.9832518098219527,0.8374710795704158,0.7525441207648202,0.005461251096293846,0.0010804378159771236,0.5663226536976965,0.9906310141394505,CALI
67293,1019.2049999999999,399.05831559100324,215.68308176399592,1.8502068513081598,0.8413567924283811,68181,292.7116476737188,0.7188424684605771,0.9869758437101245,0.814060463769366,0.7335059469697165,0.00593016087246821,0.0010589142551588417,0.5380309742399406,0.9954685947547421,CALI
33272,671.659,247.37293745701052,171.9769022180536,1.4384079156360225,0.7188037081233103,33626,205.82328860561026,0.7004779047979958,0.9894724320466306,0.9268108179554235,0.8320364010771351,0.007434868281347996,0.0021979729777640527,0.6922845727173912,0.9957876092693972,DERMASON
33685,697.9019999999999,266.4420074981486,161.87658434509555,1.6459576817493007,0.7942821733834224,34140,207.09677463544418,0.809735576923077,0.9866725248974809,0.869075545942514,0.7772677310911014,0.0079098117113893,0.0017808545907634702,0.6041451257955086,0.9943973106945151,DERMASON
38071,717.993,264.2306152597315,183.77171314379498,1.4378198403852296,0.7185285857437227,38445,220.1669882330509,0.7970814228586982,0.990271816881259,0.9280336593604531,0.833237995591967,0.00694046952430279,0.002063691979974806,0.694285557298119,0.9982575491761516,DERMASON
31376,650.9469999999999,234.1331124205549,171.09979999065544,1.368400853965592,0.6826130426758882,31698,199.87286948360568,0.7829124663140034,0.9898416303867752,0.9304995784254144,0.8536719450625581,0.0074621721194720455,0.0024446070568429025,0.728755789786891,0.9972300450767512,DERMASON
29539,637.861,245.3380923901744,154.0219632868716,1.5928773218740444,0.7783789357953957,29847,193.93355282655958,0.8057555919258047,0.9896807049284685,0.9123333571897078,0.7904746912197254,0.008305565265925536,0.002000326260457831,0.6248502374589202,0.9953097728159256,DERMASON
25139,590.144,217.72874071707207,148.06436178334135,1.470500653193432,0.7331745480096732,25452,178.90771060828334,0.7376467136150234,0.9877023416627377,0.907072227384224,0.8217000200298096,0.00866099449926696,0.002435570559289288,0.6751909229169895,0.9928686931797092,DERMASON
28196,624.6469999999999,233.90707445717572,153.88457831119473,1.5200163461744338,0.7531160762788148,28486,189.47364514188416,0.8189845474613686,0.9898195604858527,0.9080882345471959,0.8100381127060501,0.008295753811078724,0.0022032177943048506,0.6561617440363796,0.9973765766696218,DERMASON
27397,684.7679999999999,226.72131851670287,154.56156151558923,1.4668674170572191,0.731608639151024,28261,186.76976149020817,0.692945848192832,0.9694278334099996,0.7342195760093829,0.8237856180094886,0.008275406742223705,0.0023508554934726024,0.6786227444392752,0.9954495922919209,DERMASON
40996,737.6450000000001,264.54501454269075,197.5549907930342,1.3390955777970588,0.6650793614696838,41377,228.46822180767882,0.7641094460597927,0.9907919858858786,0.9467962792221235,0.8636270171359057,0.006452946983673791,0.0022143320192227842,0.745851624727062,0.9987666123647602,DERMASON
33857,682.3809999999999,257.45069327388154,168.1789896792238,1.5308136513659056,0.7571445479675758,34247,207.6248329706695,0.8127760706740925,0.988612141209449,0.913701810795935,0.8064644547287887,0.007604060999907894,0.0019841124240686115,0.6503849167410024,0.9956181091896043,DERMASON
40690,750.562,281.80486663962415,184.16589514803988,1.5301685820444562,0.7569068620996954,41062,227.61396502691517,0.7621277392770182,0.9909405289562125,0.9076625317408934,0.8077006183076,0.0069256541322099815,0.00181820238515194,0.6523802888144793,0.9982518214890045,DERMASON
33795,690.578,256.35168273824945,168.12143557936415,1.524800700486732,0.7549143332614731,34246,207.43464130738823,0.7018691588785047,0.986830578753723,0.8905059740041289,0.8091799479982018,0.007585491425898786,0.0020060600679355604,0.6547721882423728,0.9983970912912002,DERMASON
31877,673.251,250.38000635949064,162.29942614820712,1.5427041998956355,0.7614595706162327,32271,201.46229664014749,0.7200912623113762,0.9877908958507639,0.8837578656619814,0.8046261343683007,0.007854566187517353,0.002030853071160932,0.6474232161084748,0.9987825146004835,DERMASON
41226,746.767,273.28524773646126,192.3060806889581,1.421095197600545,0.7105144349729984,41628,229.10821345218469,0.7578308823529412,0.9903430383395792,0.928989546105235,0.8383482655936186,0.00662895376064768,0.0020198663455315035,0.7028278144238285,0.9987852318177898,DERMASON
58138,947.842,385.54180982437936,192.58458613397656,2.0019349292895487,0.8663042371106986,58857,272.0727855773394,0.8073937256100101,0.9877839509319197,0.8132012804639156,0.7056894444243882,0.006631494200426216,0.0010144850289760437,0.49799759197200155,0.9969587740708347,HOROZ
63218,1000.6649999999998,416.3419171662069,194.41976375111062,2.141458816394784,0.8842724246371364,64069,283.71051714567704,0.7255095482923246,0.9867174452543351,0.7933652908158078,0.6814363518252659,0.006585812856563113,0.0008759722311742441,0.4643555015889276,0.994398182819031,HOROZ
58646,978.805,405.7873006742023,185.15276261506776,2.1916351392381506,0.8898360873545502,59315,273.2588632424177,0.7792038690476191,0.9887212340891849,0.7692294479214362,0.6734041769873208,0.006919266457630568,0.0008776938226403286,0.453473185583971,0.9938477682280942,HOROZ
52045,906.761,374.84066941327836,177.53867759274624,2.1113183588824556,0.8807197717422813,52714,257.42135130121113,0.6725029073523711,0.9873088743028418,0.7954322799537601,0.6867487236754258,0.007202241702628079,0.0009881864589344055,0.4716238094698263,0.9957480074197255,HOROZ
54888,925.0349999999999,370.97213243136684,190.26389593695603,1.9497768118565622,0.8584607802247516,55640,264.35879431451417,0.6272340814554098,0.9864845434938893,0.8060666255421604,0.712610924658668,0.006758711055811231,0.0010751115979253066,0.5078143299428819,0.9901246052511087,HOROZ
62324,976.5509999999998,388.7051318388023,206.3380524203017,1.883826697399599,0.847475573698125,63156,281.69732229127465,0.7140287563728017,0.9868262714548103,0.8212498906907176,0.7247069802209243,0.006236845065124227,0.0010611932911318614,0.5252002071809312,0.989386171767239,HOROZ
48233,879.325,359.19631768719853,171.88367800608955,2.08976397208857,0.8780750513571468,48857,247.81477551028127,0.7676258076837381,0.9872280328305053,0.7838903129831949,0.6899145768139181,0.007447107119341499,0.0010407553391893205,0.47598212330032774,0.9946902926312445,HOROZ
56248,946.999,378.61235923744124,190.35823267020965,1.988946597825252,0.8644151613395834,56917,267.61385971631483,0.6042324632076486,0.9882460424829137,0.7881663844841196,0.7068281137343556,0.006731125715357724,0.0010363888325314213,0.4996059823652672,0.993689618878541,HOROZ
54150,940.116,383.1908233679,181.11207815087823,2.1157662552393495,0.8812545247191499,54872,262.575553598215,0.7746116213200583,0.9868421052631579,0.7699197083720097,0.6852344513117873,0.007076469498945522,0.0009623945628522487,0.4695462532645662,0.9934501179312383,HOROZ
63456,993.449,385.16680928711645,216.801371074589,1.776588438431058,0.8265409675751889,66109,284.24406511080315,0.6754087193460491,0.9598693067509719,0.8079628690023354,0.7379765292780406,0.006069824906819158,0.0011105193361535279,0.5446093577652625,0.9675466884671292,HOROZ
53290,904.9200000000001,362.9207993038769,187.74642387048948,1.9330370817301188,0.8557916480468007,53948,260.48212095830456,0.8093372213109775,0.9878030696225996,0.8177776001977134,0.7177381992377916,0.00681029835436061,0.0011148338430290378,0.5151481226451079,0.9958004236566486,HOROZ
49783,911.0959999999999,374.9938875491967,171.01595133385445,2.192742166004971,0.8899541698633389,50523,251.76513709318573,0.8507442281730095,0.9853532054707757,0.7536377571621112,0.6713846423967532,0.007532569100881761,0.0009440793495413319,0.45075733804621626,0.9883946217700951,HOROZ
44870,846.28,354.60218058091766,161.64416150421837,2.193720931712487,0.8900584093488014,45511,239.0193681948531,0.7169334995046815,0.9859154929577465,0.7872955175208418,0.6740493468012123,0.007902878996677461,0.001006310174650411,0.454342521923141,0.9967007005098341,HOROZ
43924,834.163,345.42435273331404,162.9959754558203,2.119220132689353,0.881667228446603,44618,236.48630777054998,0.7126817237798546,0.9844457393876911,0.7932496734914717,0.684625464010437,0.00786413698054171,0.0010657197775645266,0.46871202597150613,0.9933039618724309,HOROZ
35672,690.775,241.45647783706127,188.25090175981444,1.2826311883760895,0.6262188261321301,36078,213.1173410114548,0.7793751365523268,0.9887466045789678,0.9394292977876801,0.8826325262446255,0.006768795633467741,0.002534024886085144,0.7790401763849695,0.9992212272293719,SEKER
39301,729.001,250.5915312536407,200.08005008501698,1.2524563600776821,0.602086304346447,39776,223.69530023591605,0.7649680784802242,0.9880581255028158,0.929302738386026,0.8926690344116173,0.0063762125964642305,0.002497493871730335,0.7968580049973691,0.9980298764377685,SEKER
39833,720.171,247.16591226922316,205.34781776591723,1.2036451858036095,0.5565567127721917,40184,225.20424237885868,0.7628504672897196,0.9912651801712125,0.9651206812193895,0.9111460407758699,0.006205053906791433,0.0026380151842782637,0.8301871076215434,0.9992507154048935,SEKER
35442,681.165,228.7551275093737,197.58655510864625,1.1577464235033041,0.5039257088927654,35791,212.42917865609618,0.7915577889447236,0.9902489452655695,0.9598943510202224,0.9286313315420284,0.006454351546452618,0.002960777070735184,0.8623561499215208,0.99838974835772,SEKER
37492,701.454,246.6305158474632,193.8404208243373,1.2723379097023604,0.6182840449798362,37828,218.48637717535325,0.7514029180695847,0.9911176905995559,0.9575249082684772,0.885885416184603,0.0065782171089155865,0.0024991836701359934,0.7847929706085672,0.9985218477732104,SEKER
35288,676.973,232.62130570286203,193.38772204339386,1.2028752562205818,0.5557620677941555,35608,211.96716032115543,0.7949538184275737,0.9910132554482138,0.9675963312834402,0.9112112911613991,0.006592079622048913,0.002803358097183967,0.8303060171400242,0.9987545631087973,SEKER
39139,714.71,254.91191168663542,195.7036085682054,1.3025406815520988,0.6407730685750371,39431,223.23378449820166,0.7940878104203863,0.9925946590246253,0.9628527429840156,0.8757291215666066,0.0065129898997581806,0.002362867318328382,0.7669014943598205,0.9989203951467636,SEKER
39227,726.769,265.0177468830866,188.7226378574639,1.4042711033068853,0.7020646546248135,39595,223.484602649324,0.7398528857035082,0.9907058972092436,0.9332589653766824,0.8432816491641026,0.006756003438526693,0.0021074642843694697,0.7111239398169287,0.9986107995546575,SEKER
36554,698.1779999999999,247.48452657388827,188.25733938023205,1.3146075865548716,0.649123224117651,36868,215.73594581860746,0.7899809820193637,0.9914831290007594,0.9423504708418947,0.8717148857958922,0.006770381533454294,0.0024115193723487,0.7598868421181454,0.998953007571738,SEKER
39087,716.009,253.83417422488967,196.49480325210496,1.2918111320186807,0.6330548163142516,39382,223.0854412216613,0.7825068567195852,0.992509268193591,0.9580876460867893,0.8788629108073294,0.006494081772069733,0.0023899128469257436,0.7724000159927318,0.9977949390308182,SEKER
42218,741.0939999999999,249.39157803780444,215.76865942114492,1.1558285559490507,0.501461058693033,42547,231.84828465966507,0.7742018301516569,0.9922673749030484,0.965963964431115,0.9296556302495507,0.005907233361073581,0.0027217755334665228,0.8642595908546894,0.9989359148626931,SEKER
40196,729.067,251.1953254217923,204.32064995490313,1.2294172198318436,0.5817138313686986,40594,226.2280635557282,0.7729702703742164,0.9901955954081884,0.9502936329057959,0.9006061843541852,0.0062492617529553264,0.0025359937444117938,0.8110914992970045,0.9971698560949651,SEKER
35410,704.7009999999999,228.55056820484077,197.43381105033154,1.1576060199059657,0.5037461000205132,35997,212.3332575906848,0.7659528444732857,0.9836930855349056,0.8960371483309817,0.9290427902169072,0.006454407461305867,0.0029660537078075944,0.8631205060540161,0.9991534937124127,SEKER
34971,673.194,235.0015865596615,189.68945814345585,1.2388753115733906,0.5903002791027391,35269,211.01293827377833,0.782454020673916,0.991550653548442,0.9697001037452475,0.8979213347574869,0.0067198989608435985,0.0026946084554342734,0.8062627234126667,0.9988589826778779,SEKER
49345,836.215,312.9494600249669,201.70937781620586,1.551486913563935,0.7645680779709367,49844,250.6551522210477,0.7244366145489246,0.9899887649466335,0.8867824918212048,0.8009445109796661,0.006342070321713789,0.001609980195174748,0.6415121096684565,0.9952976430434025,SIRA
53010,879.784,335.5539973673707,202.10446611985483,1.6602997638279589,0.7982691628445365,53558,259.7968981077545,0.6834796735388543,0.9897681018708689,0.860628154071235,0.7742327617790947,0.00633001315539277,0.0014030416186472938,0.5994363694120844,0.9952440625647729,SIRA
39498,740.1969999999999,279.5047389758598,180.44779746735577,1.5489506821296841,0.7636771401081291,39951,224.25524640005514,0.7950483091787439,0.988661109859578,0.9059210026306492,0.8023307483864291,0.0070764276412947445,0.0018088709258303219,0.6437346298063276,0.9971131939490109,SIRA
51662,866.739,340.41382630235387,193.83204289996237,1.756230916257964,0.8220597713844695,52217,256.47241832233726,0.7741713121141282,0.9893712775532872,0.8641803796268418,0.7534136351281447,0.0065892498606781365,0.0013096330958817807,0.5676321055970053,0.9968930529100658,SIRA
41851,775.4019999999999,283.08622699241283,190.12533545166076,1.4889453124167522,0.7408991111578443,42604,230.83835943514953,0.7466992577790466,0.9823256032297437,0.8747055254322369,0.8154347948596466,0.006764144870909007,0.0018448013986945976,0.6649339046677942,0.9900502204220796,SIRA
47461,815.136,309.97699266151864,195.70831270139965,1.583872388366372,0.7754866244962603,47952,245.82355874219124,0.7517621529152742,0.9897605939272606,0.8976077645928603,0.7930380788312887,0.006531193878374216,0.0015934869201874873,0.6289093944764215,0.9961122246954186,SIRA
44567,782.3580000000001,280.78711625801213,202.70302572100508,1.3852142327884136,0.6919869644578952,45005,238.21097117935605,0.7536356872294372,0.9902677480279969,0.9149812810346896,0.8483685945207923,0.0063003369367023165,0.0020131765874387042,0.7197292721691844,0.9969792315632001,SIRA
41845,779.103,294.79590584833386,181.76229744894246,1.6218759885071483,0.7873001299266571,42528,230.8218116847775,0.7031118728366434,0.9839399924755455,0.8662907615400304,0.7829885256396008,0.007044949357111575,0.001633349895468997,0.6130710312832759,0.9943251848876596,SIRA
51338,902.5929999999998,348.68180968796094,189.3322494282022,1.8416398196345658,0.8397363549190815,51994,255.66691562971886,0.6275271971641608,0.987383159595338,0.7918900525652695,0.7332384670669166,0.0067918853420071085,0.001211019319690689,0.5376386495866419,0.9901367456533147,SIRA
40242,755.512,282.0370656351897,182.0451325935095,1.5492700168202425,0.7637896154370617,40729,226.35747338939888,0.805548883017055,0.9880429178226816,0.8859448486233898,0.8025805859226621,0.0070085250642410845,0.0017937462001484852,0.6441355968999636,0.9979399670437235,SIRA
45509,819.252,311.00724361613123,186.67205882683768,1.666062106834266,0.799836663313282,46000,240.7153057895416,0.6986766150822894,0.9893260869565217,0.8520638419272946,0.7739861714817508,0.006833972260786465,0.001512814853290983,0.5990545936449782,0.9980621583968974,SIRA
39753,731.257,269.916905019617,187.95051928822252,1.436106194554849,0.7177243494451218,40147,224.97798030442206,0.7952667693600336,0.9901860662066904,0.9341996492234019,0.8335082987413149,0.006789849948925037,0.0020215274935645863,0.6947360840706412,0.9977147939146264,SIRA
45439,810.822,314.5881848816817,185.1769902586235,1.6988513769573572,0.8084003829997608,46053,240.53010554444333,0.7899000434593655,0.9866675352311467,0.8685355141871725,0.7645872194307234,0.006923307838677825,0.0014594914065342167,0.5845936161168053,0.9931376697005153,SIRA
47259,828.291,320.76762512562516,188.03434223919388,1.7058991528131842,0.810165565040652,47818,245.2998728997613,0.7290355423917068,0.988309841482287,0.8656224409706356,0.764727652311209,0.006787439961184645,0.0014319008320955817,0.5848083822094134,0.9976241237690872,SIRA
